n,Mean,Standard Deviation
32,0.0005903244018554688,7.77069025167386e-05
64,0.0029480457305908203,0.0011745832793830441
128,0.01805599530537923,0.0011823145926674126
256,0.1364738941192627,0.004228070050362537
512,1.1386030515034993,0.012668278366468562
1024,29.349494298299152,0.17504295619587862
2048,239.53923002878824,2.8306364917672826
