n,Mean,Standard Deviation
32,0.0011819998423258464,0.0005275819244184689
64,0.004076083501180013,0.0004694968137016385
128,0.03592721621195475,0.021914004922010847
256,0.16107670466105142,0.0011758327264975398
512,1.2586750189463298,0.033024731830400625
1024,9.394446770350138,0.5044622975954993
2048,73.26598103841145,0.3769577659602467
4096,596.6594766775767,6.191921094209468
