n,Mean,Standard Deviation
32,0.002153317133585612,0.001033745604599151
64,0.0031415621439615884,0.0004266499862375968
128,0.029236714045206707,0.018327640760504263
256,0.14179364840189615,0.003253084235523439
512,1.1311177412668865,0.010070535013087403
1024,9.216727097829184,0.37025607162737595
2048,86.7235397497813,2.188852466373493
4096,583.9423683484396,0.6859777749155636
