n,Mean,Standard Deviation
32,0.000977913538614909,5.408704702661175e-05
64,0.004022280375162761,2.0749722944127395e-05
128,0.022728999455769856,5.1362098610916654e-05
256,0.14775530497233072,0.0006147328595576532
512,1.081801970799764,0.004742304387491925
1024,8.119081656138102,0.05029412439520153
2048,60.10589472452799,0.6717108028448199
4096,432.26151967048645,0.7229042251286886
