n,Mean,Standard Deviation,param
32,0.056872049967447914,0.024481197321866276,2
32,0.008363008499145508,0.0005151481830709092,4
32,0.003038326899210612,0.00013741068877929724,8
32,0.002095381418863932,0.00134883170469792,16
64,0.17759807904561362,0.062393782031345636,2
64,0.02644507090250651,0.0007860419503302296,4
64,0.01327363650004069,0.000512901058765863,8
64,0.007805029551188151,0.0011206919604170172,16
64,0.005887667338053386,0.0035672745948657,32
